name,address,sentiment_compound,n_reviews_scored,pct_positive
Mad Over Donuts,"Ground Floor, Inorbit Mall, ITPL Main Road, Whitefield, Bangalore",-0.328,3.0,0.333
Mad Over Donuts,"Hyper City, Kundanahalli Gate, ITPL Main Road, Whitefield, Bangalore",0.884,4.0,1.0
Mad Over Donuts,"K-F02, 1st Floor, Ascendas Park Square Mall, Whitefield, Bangalore",0.264,5.0,0.6
Mad Over Donuts,"K-F02, 1st Floor, Ascendas Park Square Mall, Whitefield, Bangalore",0.383,6.0,0.667
Mad Over Donuts,"K8, LG Floor, Vega City Mall, 172/1, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",0.726,1.0,1.0
Mad Over Donuts,"Second Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",0.819,10.0,0.9
Mad Over Fries,"13, Pushpa Complex, MSRIT College Road, Near Gate 11, Mathikere Extension, New BEL Road, Bangalore",0.83,6.0,1.0
Maddy's Cafe,"MC Square 1, 2nd Main, Dr. Rajkumar Park Road, Chinnappa Layout, Kammanahalli, Bangalore",0.891,1.0,1.0
Maddy's Cafe,"MC Square 1, 2nd Main, Dr. Rajkumar Park Road, Chinnappa Layout, Kammanahalli, Bangalore",0.911,1.0,1.0
Maddy's Cafe,"MC Square 1, 2nd Main, Dr. Rajkumar Park Road, Chinnappa Layout, Kammanahalli, Bangalore",0.948,6.0,1.0
Maddy's Katti Cafe,"485/37, 4th Cross, Milk Colony, 17th Cross Road, Malleshwaram, Bangalore",-0.206,1.0,0.0
Maddy's Katti Cafe,"Shop 647/53, 12th Main Road, Rajajinagar, Bangalore",0.073,169.0,0.444
Maddy's Katti Cafe,"Shop 647/53, 12th Main Road, Rajajinagar, Bangalore",0.088,62.0,0.323
Maddy's Katti Cafe,"Shop 647/53, 12th Main Road, Rajajinagar, Bangalore",0.184,160.0,0.5
Madeena Hotel,"122B, First Cross Road, Koramangala 5th Block, Bangalore",0.773,5.0,1.0
Madeena Hotel,"122B, First Cross Road, Koramangala 5th Block, Bangalore",0.776,5.0,1.0
Madeena Hotel,"122B, First Cross Road, Koramangala 5th Block, Bangalore",0.776,5.0,1.0
Madeena Hotel,"122B, First Cross Road, Koramangala 5th Block, Bangalore",0.951,4.0,1.0
Madeena Hotel,"2/1, Bannerghatta Main Road, Bannerghatta Road, Bangalore",-0.022,2.0,0.5
Madeena Hotel,"2/1, Bannerghatta Main Road, Bannerghatta Road, Bangalore",0.273,1.0,1.0
Madeena Hotel,"3 Venkoji Roa Kkhane, Behind Salarpuria Apartment, Mangammapalya Main Road, HSR, Bangalore",0.349,1.0,1.0
Madeena Hotel,"3 Venkoji Roa Kkhane, Behind Salarpuria Apartment, Mangammapalya Main Road, HSR, Bangalore",0.144,588.0,0.51
Madeena Hotel,"3 Venkoji Roa Kkhane, Behind Salarpuria Apartment, Mangammapalya Main Road, HSR, Bangalore",0.18,286.0,0.542
Madeena Hotel,"3 Venkoji Roa Kkhane, Behind Salarpuria Apartment, Mangammapalya Main Road, HSR, Bangalore",0.199,279.0,0.538
Madhappa Hindu Military Hotel,"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",0.111,4.0,0.5
Madhu Iyengars Bakery,"HAL - Old Airport Road, Domlur Village, Domlur, Bangalore",0.44,5.0,0.6
Madhu Iyengars Bakery,"HAL - Old Airport Road, Domlur Village, Domlur, Bangalore",0.446,5.0,0.6
Madhu's Tandoori Kitchen,"389, PN Plaza, SJR Dental Collage Road, Munnekola, Marathahalli, Bengaluru",0.076,2.0,0.5
Madhu's Tandoori Kitchen,"389, PN Plaza, SJR Dental Collage Road, Munnekola, Marathahalli, Bengaluru",0.076,2.0,0.5
Madhuban Restaurant,"SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",-0.862,1.0,0.0
Madhura,"Hotel Grand Bee, 37/1, Railway Parallel Road, Yeshwantpur, Bangalore",0.853,24.0,0.958
Madiha Biryani House,"Shop 1, Opposite DPHP, Doddathogur, Electronic City, Bangalore",0.752,7.0,0.857
Madouk Cafe,"346, 4th Main Road, B Block, AECS Layout, Brookefield, Bangalore",0.958,2.0,1.0
Madouk Cafe,"346, 4th Main Road, B Block, AECS Layout, Brookefield, Bangalore",0.96,2.0,1.0
Madouk Cafe,"346, 4th Main Road, B Block, AECS Layout, Brookefield, Bangalore",0.96,2.0,1.0
Madurai Canteen,"Ground Floor, Mfar Holdings PVT. LTD, Phase 4, MS Ramaiah North City, Manyata Tech Park, Nagawara, Bangalore",0.957,1.0,1.0
Madurai Hotel,"292, Narayan Pillai Street, Commercial Street, Bangalore",0.802,1.0,1.0
Madurai Hotel,"292, Narayan Pillai Street, Commercial Street, Bangalore",0.847,1.0,1.0
Madurai Idli Dosa Shop,"389/2, JMR Complex, SGR DentalCollege Road, Marathahalli, Bangalore",0.627,59.0,0.864
Madurai Idly Dosai Centre,"23, Opposite Arjunan Arcade, Banaswadi Main Road, Banaswadi, Bangalore",0.504,10.0,0.7
Madurai Idly Dosai Centre,"23, Opposite Arjunan Arcade, Banaswadi Main Road, Banaswadi, Bangalore",0.504,10.0,0.7
Madurai Idly Shop,"121, ATR Complex, Opposite ISRO, Murgeshpalya, Old Airport Road Bangalore",-0.211,2.0,0.0
Madurai Idly Shop,"18, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",0.295,6.0,0.667
Madurai Idly Shop,"3051, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",0.556,8.0,0.875
Madurai Idly Shop,"3051, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",0.643,12.0,0.917
Madurai Idly Shop,"389/2, PN Plaza, Munnekola Road, RJS Road, Marathahalli, Bangalore",0.136,5.0,0.6
Madurai Idly Shop,"716/D, 17th ' B ' Main, Club Road, Koramangala 6th Block, Bangalore",0.576,7.0,0.857
Madurai Idly Shop,"716/D, 17th ' B ' Main, Club Road, Koramangala 6th Block, Bangalore",0.576,7.0,0.857
Madurai Idly Shop,"716/D, 17th ' B ' Main, Club Road, Koramangala 6th Block, Bangalore",0.576,7.0,0.857
Madurai Idly Shop,"Sarjapura Main Road, Sarjapur Road, Bangalore",0.243,4.0,0.5
Madurai Idly Shop,"Sarjapura Main Road, Sarjapur Road, Bangalore",0.351,5.0,0.6
Madurai Meenakshi Vilas,"586,Uday Shankar Buliding,Outer Ring Road,Bellandur Bangalore, Bellandur, Bangalore",0.841,3.0,1.0
Madurai Meenakshi Vilas,"586,Uday Shankar Buliding,Outer Ring Road,Bellandur Bangalore, Bellandur, Bangalore",0.784,2.0,1.0
Madurai Meenakshi Vilas,"586,Uday Shankar Buliding,Outer Ring Road,Bellandur Bangalore, Bellandur, Bangalore",0.784,2.0,1.0
Madurai Veg Kitchen,"A-104, Adarsh Plam, Retreat, Bellandur, Bangalore",0.314,3.0,0.667
Madurai Veg Kitchen,"A-104, Adarsh Plam, Retreat, Bellandur, Bangalore",0.308,2.0,0.5
Maestros Cafe,"11/1, Next to CMR National Public School, Chennakesava Layout, Kacharakkanahalli, Bangalore",0.931,1.0,1.0
MAG A1 Biryani Point,"No 37,1st Main Road, 20th Cross, Laljinagar, Lakkasandra, Wilson Garden, Bangalore",0.873,2.0,1.0
Magadh Jalpan,"Near Brand Factory, Bannerghatta Road, Bangalore",0.874,2.0,1.0
Maggi N Maggi House,"54, 5th Cross, Bilekahalli, Bannerghatta Road, Bangalore",-0.15,10.0,0.3
Maggi N Maggi House,"54, 5th Cross, Bilekahalli, Bannerghatta Road, Bangalore",-0.167,9.0,0.333
Magic Bowl,"Opposite Velankani Gate 2, Phase1, Electronic City, Bangalore",0.379,135.0,0.733
Magic Bowl,"Opposite Velankani Gate 2, Phase1, Electronic City, Bangalore",0.399,165.0,0.745
Magic Box,"60/1, Double Road, Indiranagar, Bangalore",0.264,31.0,0.742
Magic Box,"60/1, Double Road, Indiranagar, Bangalore",0.311,19.0,0.737
Magic Box,"60/1, Double Road, Indiranagar, Bangalore",0.343,15.0,0.733
Magic Box,"60/1, Double Road, Indiranagar, Bangalore",0.447,1.0,1.0
Magic Masala,"36, 2nd Cross Road, 7th Block, 8th Phase, JP Nagar, Bangalore",0.944,1.0,1.0
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.904,93.0,0.989
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.864,48.0,0.979
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.881,58.0,0.983
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.883,58.0,0.983
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.887,83.0,0.988
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.889,98.0,0.99
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.884,78.0,0.987
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.885,65.0,0.985
Magic Meals,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",0.908,10.0,1.0
Magic Oven,"55, Green Garden Layout, Singasandra , Manipal County Road, Electronic City, Bangalore",0.672,140.0,0.857
Magic Oven,"55, Green Garden Layout, Singasandra , Manipal County Road, Electronic City, Bangalore",0.65,144.0,0.833
Magic Oven,"55, Green Garden Layout, Singasandra , Manipal County Road, Electronic City, Bangalore",0.671,163.0,0.865
Magic Oven,"55, Green Garden Layout, Singasandra , Manipal County Road, Electronic City, Bangalore",0.678,163.0,0.859
Magic Packs,"55, Green Garden Layout, Manipal County Road, Singasandra, Electronic City, Bangalore",0.096,15.0,0.533
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.104,101.0,0.505
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.281,279.0,0.606
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.332,362.0,0.635
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.349,331.0,0.653
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.202,47.0,0.532
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.351,237.0,0.654
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.073,133.0,0.459
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.216,368.0,0.549
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.098,748.0,0.463
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.383,55.0,0.6
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.098,66.0,0.409
Magix's Parattha Roll,"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",0.323,367.0,0.638
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.754,18.0,0.944
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.732,13.0,0.923
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.832,12.0,1.0
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.832,12.0,1.0
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.832,12.0,1.0
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.832,12.0,1.0
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.791,8.0,1.0
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.822,11.0,1.0
Magnolia,"37, SBI colony, 80 Feet Road, Above AlwaysDry, Next To SBI, Koramangala 3rd Block, Bangalore",0.835,12.0,1.0
Mahadii's,"3rd E-F Cross Road, AravindNagar, Yadava Layout, Ramaiah Layout, Kammanahalli, Bangalore",0.92,2.0,1.0
Mahadii's,"3rd E-F Cross Road, AravindNagar, Yadava Layout, Ramaiah Layout, Kammanahalli, Bangalore",0.943,3.0,1.0
Mahadwani Restaurant,"41/13, Chowdeshwari Complex, Velankani Circle Doddathogur, 1st Phase, Electronic City, Bangalore",0.784,1.0,1.0
Mahalakshmi Refreshments,"272, 12th Cross Road, Mahalakshmipuram Layout, Basaveshwara Nagar, Bangalore",0.307,7.0,0.571
Mahalaxmi Tiffin Room,"85/1, Dr DVG Road, Near National College, Opp. Sashi Arcade, Basavanagudi, Bangalore",0.739,7.0,0.857
Mahalaxmi Tiffin Room,"85/1, Dr DVG Road, Near National College, Opp. Sashi Arcade, Basavanagudi, Bangalore",0.649,5.0,0.8
Mahek E Punjab,"560/9 , 24th Main, 7th Cross, Sector 1, HSR, Bangalore",-0.446,1.0,0.0
Mahek of Punjab,"C.K.B Layout, Near Nest Backry, Munnekolala, Marathahalli, Bangalore",-0.198,140.0,0.221
Mahek of Punjab,"C.K.B Layout, Near Nest Backry, Munnekolala, Marathahalli, Bangalore",-0.154,283.0,0.254
Mahek of Punjab,"C.K.B Layout, Near Nest Backry, Munnekolala, Marathahalli, Bangalore",0.945,1.0,1.0
Mahek Pizza,"24th Main, 5th Phase, JP Nagar, Bangalore",0.565,18.0,0.778
Mahek Pizza,"24th Main, 5th Phase, JP Nagar, Bangalore",0.535,30.0,0.767
Mahek Pizza,"24th Main, 5th Phase, JP Nagar, Bangalore",0.526,38.0,0.763
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.224,322.0,0.252
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.188,165.0,0.273
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.059,341.0,0.217
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.201,171.0,0.263
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.204,155.0,0.271
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.166,178.0,0.292
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.213,264.0,0.265
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.195,153.0,0.261
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",-0.271,90.0,0.3
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.833,24.0,0.958
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.835,16.0,0.938
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.842,21.0,0.952
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.876,58.0,0.983
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.849,22.0,0.955
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.835,17.0,0.941
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.817,9.0,0.889
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.861,24.0,0.958
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.766,14.0,0.929
Mahesh Lunch Home,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",0.832,16.0,0.938
Mahjong Room - WelcomHotel Bengaluru,"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",0.588,7.0,0.857
Mahjong Room - WelcomHotel Bengaluru,"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",0.885,14.0,1.0
Mahjong Room - WelcomHotel Bengaluru,"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",0.806,6.0,1.0
Maia - Eat | Bake | Mom,"253, Green Glen Layout, Bellandur, Bangalore",0.803,190.0,0.932
Maia - Eat | Bake | Mom,"253, Green Glen Layout, Bellandur, Bangalore",0.814,198.0,0.934
Maia - Eat | Bake | Mom,"253, Green Glen Layout, Bellandur, Bangalore",0.757,224.0,0.893
Maia - Eat | Bake | Mom,"253, Green Glen Layout, Bellandur, Bangalore",0.796,101.0,0.941
Maia - Eat | Bake | Mom,"253, Green Glen Layout, Bellandur, Bangalore",0.909,86.0,1.0
Mainland China,"26/1, Orion Mall, Brigade Gateway Campus, Dr. Rajkumar Road, Near Yeshwantpur Malleshwaram, Malleshwaram, Bangalore",0.84,62.0,1.0
Mainland China,"26/1, Orion Mall, Brigade Gateway Campus, Dr. Rajkumar Road, Near Yeshwantpur Malleshwaram, Malleshwaram, Bangalore",0.863,106.0,1.0
Mainland China,"26/1, Orion Mall, Brigade Gateway Campus, Dr. Rajkumar Road, Near Yeshwantpur Malleshwaram, Malleshwaram, Bangalore",0.833,76.0,1.0
Mainland China,"26/1, Orion Mall, Brigade Gateway Campus, Dr. Rajkumar Road, Near Yeshwantpur Malleshwaram, Malleshwaram, Bangalore",0.848,82.0,1.0
Mainland China,"26/1, Orion Mall, Brigade Gateway Campus, Dr. Rajkumar Road, Near Yeshwantpur Malleshwaram, Malleshwaram, Bangalore",0.842,85.0,1.0
Mainland China,"26/1, Orion Mall, Brigade Gateway Campus, Dr. Rajkumar Road, Near Yeshwantpur Malleshwaram, Malleshwaram, Bangalore",0.892,137.0,1.0
Mainland China,"28/2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",0.933,85.0,1.0
Mainland China,"28/2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",0.934,81.0,1.0
Mainland China,"28/2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",0.932,83.0,1.0
Mainland China,"28/2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",0.928,46.0,1.0
Mainland China,"28/2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",0.93,51.0,1.0
Mainland China,"28/2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",0.939,93.0,1.0
Mainland China,"4032, 100 ft Road, HAL II stage Next to Domlur Bridge, Indiranagar, Bangalore",0.715,58.0,0.897
Mainland China,"4032, 100 ft Road, HAL II stage Next to Domlur Bridge, Indiranagar, Bangalore",0.665,42.0,0.857
Mainland China,"4032, 100 ft Road, HAL II stage Next to Domlur Bridge, Indiranagar, Bangalore",0.783,28.0,0.929
Mainland China,"4032, 100 ft Road, HAL II stage Next to Domlur Bridge, Indiranagar, Bangalore",0.648,131.0,0.847
Mainland China,"4032, 100 ft Road, HAL II stage Next to Domlur Bridge, Indiranagar, Bangalore",0.799,66.0,0.939
Mainland China,"4032, 100 ft Road, HAL II stage Next to Domlur Bridge, Indiranagar, Bangalore",0.785,42.0,0.929
Mainland China,"40th Cross, 9th Main, Near BSNL Office, 5th Block, Jayanagar, Bangalore",0.888,25.0,0.96
Mainland China,"40th Cross, 9th Main, Near BSNL Office, 5th Block, Jayanagar, Bangalore",0.835,13.0,0.923
Mainland China,"40th Cross, 9th Main, Near BSNL Office, 5th Block, Jayanagar, Bangalore",0.878,21.0,0.952
Mainland China,"First Floor, 14, Church Street, Bangalore",0.92,42.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.928,74.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.917,58.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.915,74.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.92,26.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.922,28.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.917,46.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.923,80.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.924,67.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.903,46.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.919,64.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.916,70.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.92,60.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.929,62.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.933,33.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.925,76.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.942,46.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.933,81.0,1.0
Mainland China,"First Floor, 14, Church Street, Bangalore",0.953,97.0,1.0
Mainland China,"HRBR layout, 5AC 430,5th A cross , service road 2nd block ,Close to Girias, Ring Road, Kalyan Nagar, Bangalore",0.929,86.0,1.0
Mainland China,"HRBR layout, 5AC 430,5th A cross , service road 2nd block ,Close to Girias, Ring Road, Kalyan Nagar, Bangalore",0.925,58.0,1.0
Mainland China,"HRBR layout, 5AC 430,5th A cross , service road 2nd block ,Close to Girias, Ring Road, Kalyan Nagar, Bangalore",0.949,159.0,1.0
Mainland China,"HRBR layout, 5AC 430,5th A cross , service road 2nd block ,Close to Girias, Ring Road, Kalyan Nagar, Bangalore",0.943,39.0,1.0
Maiyas,"119/1, 11th Cross, Ground Floor, Srinidhi Complex, Opposite Venugopal Temple, Sampige Road, Malleshwaram, Bangalore",0.901,3.0,1.0
Maiyas,"119/1, 11th Cross, Ground Floor, Srinidhi Complex, Opposite Venugopal Temple, Sampige Road, Malleshwaram, Bangalore",0.901,3.0,1.0
Maiyas,"119/1, 11th Cross, Ground Floor, Srinidhi Complex, Opposite Venugopal Temple, Sampige Road, Malleshwaram, Bangalore",0.83,1.0,1.0
Maiyas,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",0.387,9.0,0.667
Maiyas,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",0.524,14.0,0.786
Maiyas,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",0.544,14.0,0.786
Maiyas,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",0.637,23.0,0.87
Maiyas,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",0.485,12.0,0.75
Majaa Thindi,"1186, 1st Main Road, Maruthi Nagar, BEL Layout 2nd Block, Vidyaranyapura, New BEL Road, Bangalore",0.836,5.0,1.0
Majlish,"101, Brigade Metropolis, 1st Floor, Garudacharpalya Main Road, Mahadevapura, Whitefield, Bangalore",0.445,317.0,0.754
Mak n Vak - Fyn,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore",0.563,4.0,0.75
Mak n Vak - Fyn,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore",0.452,5.0,0.6
Mak n Vak - Fyn,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore",0.565,4.0,0.75
Mak n Vak - Fyn,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore",0.565,4.0,0.75
Mak n Vak - Fyn,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore",0.581,4.0,0.75
Mak n Vak - Fyn,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore",0.58,4.0,0.75
Makaranda,"Hotel Grand Bee, 37/1, Railway Parallel Road, Near R.T.O, Yeshwantpur, Bangalore",0.95,6.0,1.0
Make It Roll,"445, Shop 1, 5th Main Road, Sector 6, HSR, Bangalore",0.976,1.0,1.0
Makers of Milkshakes,"2606, Ground Floor, The Ambience Building, 16th Cross, 27th Main, Sector 1, HSR, Bangalore",0.919,1.0,1.0
Makers of Milkshakes,"2606, Ground Floor, The Ambience Building, 16th Cross, 27th Main, Sector 1, HSR, Bangalore",0.932,1.0,1.0
Makers of Milkshakes,"30, Koramangala 5th Block, Bangalore",0.927,3.0,1.0
Makers of Milkshakes,"30, Koramangala 5th Block, Bangalore",0.934,3.0,1.0
Makers of Milkshakes,"30, Koramangala 5th Block, Bangalore",0.934,3.0,1.0
Makers of Milkshakes,"30, Koramangala 5th Block, Bangalore",0.934,3.0,1.0
Makers of Milkshakes,"Lobby 1, Indus Shopping Complex, Opposite J P Morgan, Kadubesanahalli, Marathahalli, Bangalore",0.82,4.0,1.0
Malabar,"40, Near IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",-0.046,4.0,0.5
Malabar,"40, Near IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",-0.025,4.0,0.5
Malabar Bay,"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",0.765,16.0,0.938
Malabar Bay,"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",0.741,13.0,0.923
Malabar Bay,"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",0.769,16.0,0.938
Malabar Bay,"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",0.744,13.0,0.923
Malabar Bay,"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",0.728,11.0,0.909
Malabar Bay,"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",0.728,11.0,0.909
Malabar Bay,"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",0.734,11.0,0.909
Malabar Bay,"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",0.734,11.0,0.909
Malabar Cafe,"17F Cross, Near BBMP Park, 2nd Stage, Indiranagar, Bangalore",0.526,1.0,1.0
Malabar Cafe,"31/8, 1st Main Road, Bhavani Nagar, Suddagunte Palya, Bannerghatta Road, Bangalore",0.897,2.0,1.0
Malabar Coastal Cuisine,"Food Court, Forum Mall, Koramangala, Koramangala 7th Block, Bangalore",0.479,192.0,0.807
Malabar Coastal Cuisine,"Food Court, Forum Mall, Koramangala, Koramangala 7th Block, Bangalore",0.504,72.0,0.833
Malabar Coastal Cuisine,"Food Court, Forum Mall, Koramangala, Koramangala 7th Block, Bangalore",0.57,158.0,0.873
Malabar Coastal Cuisine,"Food Court, Forum Mall, Koramangala, Koramangala 7th Block, Bangalore",0.485,123.0,0.829
Malabar Coastal Cuisine,"Food Court, Forum Mall, Koramangala, Koramangala 7th Block, Bangalore",0.54,157.0,0.854
Malabar Food Court,"475,Hennur Bridge, Service Road, Near Masjid, HBR Layout, Bangalore",0.572,1.0,1.0
Malabar Kitchen,"Juma Masjid, OPH Road, Commercial Street, Bangalore",-0.589,3.0,0.0
